iter	Passed	Remaining
645	17182	62612
646	17204	62567
647	17226	62524
648	17256	62512
649	17281	62479
650	17307	62450
651	17333	62421
652	17357	62385
653	17384	62360
654	17408	62323
655	17434	62297
656	17460	62267
657	17488	62247
658	17511	62207
659	17540	62187
660	17567	62163
661	17592	62131
662	17614	62087
663	17640	62061
664	17666	62032
665	17691	61999
666	17712	61955
667	17736	61917
668	17762	61888
669	17787	61856
670	17817	61844
671	17845	61820
672	17869	61786
673	17899	61771
674	17932	61767
675	17958	61740
676	17982	61702
677	18008	61674
678	18037	61657
679	18062	61624
680	18089	61598
681	18112	61559
682	18138	61531
683	18162	61498
684	18189	61473
685	18214	61439
686	18239	61408
687	18274	61411
688	18303	61393
689	18332	61372
690	18357	61343
691	18384	61317
692	18407	61278
693	18432	61247
694	18462	61231
695	18483	61188
696	18511	61164
697	18535	61128
698	18561	61100
699	18582	61058
700	18610	61033
701	18633	60997
702	18659	60967
703	18684	60936
704	18713	60919
705	18739	60891
706	18769	60874
707	18798	60855
708	18825	60830
709	18848	60792
710	18874	60764
711	18899	60733
712	18931	60724
713	18957	60694
714	18981	60660
715	19006	60629
716	19029	60592
717	19050	60548
718	19068	60495
719	19091	60455
720	19111	60410
721	19133	60369
722	19154	60326
723	19177	60288
724	19201	60252
725	19223	60212
726	19245	60172
727	19270	60140
728	19294	60106
729	19317	60068
730	19344	60046
731	19369	60014
732	19390	59969
733	19413	59934
734	19435	59894
735	19460	59861
736	19484	59827
737	19505	59785
738	19527	59746
739	19549	59705
740	19576	59679
741	19600	59646
742	19625	59616
743	19647	59575
744	19671	59542
745	19696	59512
746	19720	59477
747	19741	59435
748	19765	59401
749	19791	59373
750	19814	59337
751	19841	59313
752	19866	59283
753	19891	59252
754	19916	59221
755	19941	59192
756	19965	59157
757	19993	59135
758	20017	59103
759	20042	59072
760	20069	59047
761	20093	59013
762	20112	58967
763	20134	58928
764	20157	58892
765	20184	58866
766	20207	58831
767	20231	58797
768	20253	58759
769	20280	58735
770	20302	58694
771	20322	58651
772	20345	58614
773	20368	58578
774	20391	58544
775	20414	58507
776	20438	58473
777	20462	58441
778	20483	58401
779	20506	58363
780	20529	58329
781	20549	58284
782	20570	58244
783	20592	58204
784	20615	58170
785	20636	58127
786	20658	58089
787	20681	58053
788	20702	58013
789	20727	57985
790	20753	57957
791	20775	57918
792	20797	57880
793	20821	57850
794	20843	57811
795	20866	57775
796	20888	57737
797	20912	57705
798	20938	57678
799	20960	57640
800	20984	57610
801	21006	57570
802	21035	57553
803	21058	57517
804	21081	57482
805	21105	57451
806	21131	57423
807	21152	57383
808	21176	57351
809	21200	57319
810	21224	57288
811	21248	57254
812	21268	57213
813	21291	57177
814	21317	57151
815	21342	57123
816	21366	57091
817	21389	57057
818	21416	57031
819	21441	57002
820	21464	56969
821	21488	56936
822	21511	56903
823	21535	56870
824	21556	56831
825	21582	56804
826	21604	56768
827	21629	56738
828	21653	56706
829	21677	56674
830	21702	56646
831	21729	56622
832	21754	56593
833	21775	56553
834	21798	56518
835	21821	56484
836	21841	56443
837	21866	56413
838	21888	56379
839	21911	56344
840	21934	56309
841	21957	56276
842	21980	56241
843	22005	56213
844	22026	56174
845	22046	56131
846	22070	56100
847	22094	56070
848	22117	56036
849	22139	55998
850	22162	55967
851	22184	55929
852	22206	55893
853	22230	55861
854	22255	55833
855	22277	55797
856	22300	55763
857	22321	55726
858	22346	55696
859	22369	55663
860	22389	55623
861	22413	55590
862	22434	55554
863	22455	55515
864	22479	55483
865	22505	55457
866	22529	55426
867	22552	55394
868	22576	55362
869	22602	55336
870	22626	55305
871	22651	55277
872	22678	55253
873	22701	55221
874	22728	55197
875	22750	55163
876	22776	55136
877	22799	55103
878	22821	55068
879	22844	55033
880	22865	54997
881	22887	54961
882	22906	54919
883	22928	54883
884	22953	54855
885	22980	54830
886	23003	54797
887	23030	54776
888	23053	54742
889	23077	54712
890	23100	54678
891	23128	54657
892	23155	54633
893	23178	54600
894	23204	54576
895	23235	54561
896	23259	54532
897	23286	54507
898	23309	54475
899	23339	54459
900	23365	54432
901	23392	54409
902	23420	54387
903	23448	54366
904	23475	54344
905	23504	54323
906	23526	54291
907	23551	54262
908	23580	54243
909	23606	54216
910	23634	54195
911	23657	54163
912	23685	54142
913	23712	54117
914	23735	54086
915	23763	54064
916	23788	54035
917	23813	54008
918	23836	53976
919	23861	53948
920	23887	53922
921	23914	53897
922	23937	53866
923	23945	53800
924	23976	53784
925	24001	53758
926	24026	53728
927	24055	53709
928	24076	53673
929	24097	53636
930	24117	53597
931	24137	53558
932	24164	53535
933	24187	53502
934	24212	53473
935	24234	53440
936	24261	53415
937	24290	53397
938	24321	53382
939	24357	53379
940	24383	53353
941	24416	53342
942	24445	53323
943	24470	53295
944	24496	53270
945	24517	53232
946	24543	53207
947	24567	53177
948	24592	53149
949	24618	53124
950	24644	53098
951	24669	53069
952	24694	53041
953	24718	53013
954	24746	52990
955	24770	52961
956	24795	52932
957	24817	52899
958	24838	52863
959	24865	52839
960	24891	52813
961	24918	52790
962	24941	52758
963	24966	52729
964	24992	52704
965	25019	52681
966	25047	52658
967	25076	52640
968	25103	52616
969	25130	52592
970	25158	52570
971	25184	52546
972	25209	52518
973	25234	52489
974	25262	52467
975	25287	52440
976	25312	52412
977	25334	52378
978	25359	52351
979	25385	52325
980	25409	52295
981	25430	52259
982	25458	52237
983	25480	52204
984	25507	52179
985	25537	52162
986	25563	52137
987	25590	52113
988	25617	52089
989	25639	52056
990	25663	52025
991	25689	52000
992	25714	51973
993	25740	51947
994	25768	51924
995	25792	51895
996	25816	51865
997	25840	51836
998	25865	51808
999	25890	51781
1000	25915	51754
1001	25940	51726
1002	25967	51701
1003	25992	51675
1004	26020	51653
1005	26048	51630
1006	26074	51605
1007	26096	51571
1008	26121	51544
1009	26146	51515
1010	26169	51483
1011	26193	51455
1012	26221	51433
1013	26248	51409
1014	26274	51383
1015	26299	51355
1016	26323	51327
1017	26350	51303
1018	26379	51283
1019	26405	51257
1020	26440	51249
1021	26474	51239
1022	26514	51239
1023	26551	51235
1024	26591	51237
1025	26629	51233
1026	26658	51215
1027	26687	51195
1028	26725	51191
1029	26758	51178
1030	26785	51155
1031	26811	51128
1032	26836	51100
1033	26864	51079
1034	26892	51056
1035	26917	51029
1036	26946	51008
1037	26975	50987
1038	27003	50966
1039	27035	50952
1040	27060	50922
1041	27087	50899
1042	27114	50876
1043	27143	50855
1044	27172	50834
1045	27202	50815
1046	27234	50802
1047	27263	50780
1048	27294	50764
1049	27324	50744
1050	27351	50720
1051	27379	50698
1052	27412	50686
1053	27446	50673
1054	27475	50653
1055	27502	50629
1056	27528	50604
1057	27554	50577
1058	27583	50557
1059	27612	50536
1060	27638	50509
1061	27664	50483
1062	27688	50453
1063	27715	50430
1064	27741	50403
1065	27767	50377
1066	27793	50351
1067	27817	50320
1068	27849	50305
1069	27877	50282
1070	27905	50261
1071	27928	50229
1072	27956	50206
1073	27982	50180
1074	28008	50153
1075	28031	50122
1076	28055	50093
1077	28082	50069
1078	28103	50034
1079	28129	50007
1080	28156	49982
1081	28183	49959
1082	28215	49944
1083	28244	49923
1084	28280	49914
1085	28310	49894
1086	28333	49863
1087	28357	49834
1088	28378	49799
1089	28402	49770
1090	28427	49741
1091	28446	49703
1092	28465	49665
1093	28487	49631
1094	28511	49602
1095	28536	49575
1096	28560	49545
1097	28584	49515
1098	28603	49477
1099	28627	49447
1100	28649	49413
1101	28671	49381
1102	28693	49348
1103	28718	49321
1104	28744	49295
1105	28765	49260
1106	28795	49240
1107	28826	49223
1108	28857	49206
1109	28884	49181
1110	28913	49161
1111	28939	49135
1112	28961	49102
1113	28985	49071
1114	29010	49043
1115	29031	49009
1116	29059	48988
1117	29082	48957
1118	29106	48927
1119	29129	48896
1120	29152	48865
1121	29179	48840
1122	29209	48820
1123	29232	48789
1124	29254	48757
1125	29282	48735
1126	29305	48703
1127	29330	48675
1128	29351	48641
1129	29370	48603
1130	29392	48571
1131	29413	48536
1132	29436	48505
1133	29456	48471
1134	29479	48439
1135	29501	48407
1136	29524	48376
1137	29548	48347
1138	29571	48316
1139	29595	48287
1140	29616	48253
1141	29640	48224
1142	29663	48192
1143	29684	48159
1144	29707	48128
1145	29731	48099
1146	29755	48070
1147	29780	48042
1148	29805	48015
1149	29828	47984
1150	29853	47956
1151	29876	47927
1152	29901	47899
1153	29925	47871
1154	29950	47842
1155	29976	47816
1156	29996	47782
1157	30016	47746
1158	30039	47715
1159	30061	47683
1160	30082	47650
1161	30104	47617
1162	30127	47586
1163	30150	47557
1164	30173	47525
1165	30198	47498
1166	30222	47470
1167	30245	47440
1168	30265	47405
1169	30288	47374
1170	30311	47343
1171	30332	47310
1172	30356	47282
1173	30377	47248
1174	30399	47216
1175	30421	47184
1176	30445	47156
1177	30469	47127
1178	30497	47103
1179	30521	47074
1180	30544	47044
1181	30570	47019
1182	30592	46988
1183	30614	46956
1184	30637	46925
1185	30661	46896
1186	30681	46862
1187	30702	46829
1188	30725	46798
1189	30747	46766
1190	30768	46734
1191	30792	46704
1192	30814	46673
1193	30833	46637
1194	30858	46610
1195	30879	46576
1196	30900	46544
1197	30925	46516
1198	30949	46488
1199	30972	46459
1200	30996	46429
1201	31019	46399
1202	31042	46369
1203	31064	46338
1204	31086	46307
1205	31106	46272
1206	31132	46247
1207	31158	46221
1208	31177	46185
1209	31199	46154
1210	31220	46121
1211	31241	46088
1212	31265	46060
1213	31286	46027
1214	31311	46001
1215	31341	45981
1216	31369	45959
1217	31395	45933
1218	31422	45909
1219	31445	45879
1220	31469	45850
1221	31493	45822
1222	31521	45800
1223	31545	45772
1224	31571	45745
1225	31595	45718
1226	31616	45685
1227	31636	45651
1228	31660	45622
1229	31680	45589
1230	31698	45552
1231	31722	45524
1232	31745	45494
1233	31764	45458
1234	31786	45427
1235	31808	45396
1236	31827	45361
1237	31847	45327
1238	31870	45297
1239	31890	45264
1240	31914	45236
1241	31938	45208
1242	31962	45179
1243	31989	45155
1244	32012	45126
1245	32037	45099
1246	32061	45070
1247	32084	45041
1248	32109	45014
1249	32134	44987
1250	32155	44956
1251	32186	44938
1252	32211	44910
1253	32236	44884
1254	32262	44859
1255	32284	44827
1256	32311	44804
1257	32334	44775
1258	32362	44751
1259	32384	44721
1260	32412	44699
1261	32439	44675
1262	32465	44650
1263	32492	44626
1264	32519	44601
1265	32542	44573
1266	32564	44541
1267	32589	44514
1268	32610	44482
1269	32631	44450
1270	32652	44418
1271	32676	44390
1272	32701	44364
1273	32726	44338
1274	32749	44308
1275	32769	44275
1276	32793	44247
1277	32816	44217
1278	32837	44186
1279	32858	44153
1280	32879	44121
1281	32903	44093
1282	32929	44068
1283	32949	44035
1284	32973	44007
1285	32994	43975
1286	33019	43948
1287	33041	43917
1288	33063	43887
1289	33085	43858
1290	33112	43833
1291	33141	43812
1292	33162	43781
1293	33187	43754
1294	33210	43724
1295	33233	43696
1296	33256	43667
1297	33278	43635
1298	33300	43605
1299	33322	43575
1300	33347	43548
1301	33369	43519
1302	33394	43491
1303	33421	43468
1304	33450	43447
1305	33473	43417
1306	33497	43390
1307	33518	43358
1308	33541	43329
1309	33562	43298
1310	33584	43267
1311	33606	43237
1312	33628	43207
1313	33650	43177
1314	33671	43145
1315	33692	43113
1316	33714	43084
1317	33741	43059
1318	33764	43031
1319	33789	43004
1320	33812	42976
1321	33834	42945
1322	33856	42915
1323	33879	42886
1324	33901	42856
1325	33924	42828
1326	33947	42799
1327	33970	42770
1328	33996	42745
1329	34018	42715
1330	34042	42688
1331	34065	42658
1332	34089	42631
1333	34112	42602
1334	34136	42574
1335	34160	42546
1336	34180	42514
1337	34204	42487
1338	34224	42455
1339	34246	42424
1340	34269	42396
1341	34292	42367
1342	34313	42336
1343	34334	42305
1344	34353	42271
1345	34381	42249
1346	34405	42221
1347	34429	42194
1348	34455	42168
1349	34475	42137
1350	34498	42108
1351	34523	42081
1352	34544	42050
1353	34566	42021
1354	34586	41989
1355	34610	41961
1356	34635	41934
1357	34653	41900
1358	34674	41869
1359	34693	41835
1360	34717	41809
1361	34745	41785
1362	34768	41757
1363	34794	41732
1364	34823	41711
1365	34851	41688
1366	34873	41659
1367	34902	41638
1368	34926	41610
1369	34954	41587
1370	34978	41561
1371	35010	41542
1372	35036	41517
1373	35062	41493
1374	35084	41463
1375	35111	41440
1376	35139	41417
1377	35163	41389
1378	35183	41358
1379	35203	41326
1380	35227	41298
1381	35252	41272
1382	35274	41242
1383	35298	41215
1384	35317	41182
1385	35340	41153
1386	35362	41124
1387	35385	41096
1388	35407	41066
1389	35431	41039
1390	35453	41009
1391	35476	40981
1392	35500	40954
1393	35523	40925
1394	35545	40896
1395	35569	40869
1396	35593	40841
1397	35614	40811
1398	35637	40782
1399	35661	40755
1400	35684	40727
1401	35709	40702
1402	35730	40670
1403	35756	40646
1404	35778	40617
1405	35804	40591
1406	35825	40561
1407	35852	40537
1408	35876	40510
1409	35904	40487
1410	35931	40464
1411	35958	40440
1412	35985	40416
1413	36009	40389
1414	36040	40370
1415	36071	40351
1416	36095	40323
1417	36126	40304
1418	36149	40276
1419	36172	40248
1420	36194	40218
1421	36217	40190
1422	36238	40160
1423	36260	40131
1424	36284	40103
1425	36308	40076
1426	36330	40047
1427	36355	40021
1428	36383	39998
1429	36407	39972
1430	36432	39945
1431	36454	39916
1432	36479	39890
1433	36504	39865
1434	36529	39839
1435	36554	39813
1436	36578	39785
1437	36602	39759
1438	36628	39733
1439	36651	39705
1440	36672	39675
1441	36697	39649
1442	36722	39623
1443	36751	39601
1444	36777	39576
1445	36801	39549
1446	36824	39522
1447	36851	39498
1448	36881	39477
1449	36907	39452
1450	36944	39440
1451	36974	39419
1452	37014	39409
1453	37040	39383
1454	37067	39360
1455	37094	39336
1456	37122	39314
1457	37152	39292
1458	37181	39271
1459	37205	39244
1460	37234	39222
1461	37262	39200
1462	37291	39177
1463	37321	39156
1464	37347	39131
1465	37374	39108
1466	37401	39084
1467	37428	39060
1468	37455	39036
1469	37482	39012
1470	37510	38989
1471	37539	38967
1472	37570	38947
1473	37598	38924
1474	37625	38900
1475	37654	38878
1476	37680	38853
1477	37704	38826
1478	37730	38802
1479	37754	38774
1480	37779	38748
1481	37805	38723
1482	37833	38700
1483	37858	38674
1484	37885	38650
1485	37909	38623
1486	37933	38596
1487	37956	38568
1488	37982	38543
1489	38007	38518
1490	38027	38486
1491	38051	38459
1492	38076	38433
1493	38102	38408
1494	38122	38377
1495	38146	38350
1496	38168	38321
1497	38192	38294
1498	38217	38268
1499	38236	38236
1500	38261	38210
1501	38284	38182
1502	38306	38154
1503	38327	38123
1504	38348	38093
1505	38369	38063
1506	38392	38035
1507	38413	38005
1508	38434	37976
1509	38457	37948
1510	38480	37919
1511	38504	37893
1512	38525	37863
1513	38546	37833
1514	38568	37804
1515	38591	37776
1516	38616	37751
1517	38638	37721
1518	38660	37693
1519	38682	37664
1520	38702	37633
1521	38726	37606
1522	38747	37577
1523	38769	37548
1524	38794	37522
1525	38817	37494
1526	38836	37463
1527	38856	37432
1528	38882	37407
1529	38904	37379
1530	38927	37350
1531	38951	37324
1532	38979	37301
1533	39005	37276
1534	39029	37249
1535	39051	37220
1536	39071	37190
1537	39093	37161
1538	39117	37134
1539	39139	37106
1540	39162	37078
1541	39184	37049
1542	39208	37023
1543	39236	37000
1544	39261	36974
1545	39285	36947
1546	39313	36924
1547	39333	36894
1548	39353	36863
1549	39373	36832
1550	39392	36801
1551	39414	36773
1552	39436	36744
1553	39461	36718
1554	39482	36689
1555	39504	36661
1556	39523	36629
1557	39545	36600
1558	39568	36573
1559	39590	36545
1560	39612	36516
1561	39633	36487
1562	39655	36458
1563	39678	36431
1564	39702	36404
1565	39725	36377
1566	39749	36350
1567	39772	36323
1568	39796	36295
1569	39818	36267
1570	39840	36239
1571	39861	36209
1572	39882	36180
1573	39903	36151
1574	39930	36127
1575	39953	36100
1576	39978	36074
1577	40001	36047
1578	40024	36019
1579	40047	35992
1580	40066	35961
1581	40088	35932
1582	40111	35905
1583	40134	35877
1584	40153	35847
1585	40177	35820
1586	40198	35790
1587	40219	35761
1588	40241	35733
1589	40262	35704
1590	40287	35678
1591	40310	35651
1592	40330	35621
1593	40349	35590
1594	40371	35562
1595	40392	35533
1596	40412	35503
1597	40434	35475
1598	40457	35447
1599	40480	35420
1600	40500	35390
1601	40524	35364
1602	40545	35335
1603	40565	35304
1604	40587	35276
1605	40609	35248
1606	40630	35219
1607	40653	35192
1608	40672	35162
1609	40693	35132
1610	40718	35107
1611	40743	35082
1612	40765	35054
1613	40790	35028
1614	40810	34998
1615	40831	34969
1616	40855	34943
1617	40876	34914
1618	40898	34886
1619	40923	34860
1620	40945	34832
1621	40968	34805
1622	40988	34775
1623	41013	34750
1624	41036	34723
1625	41056	34693
1626	41079	34666
1627	41099	34636
1628	41122	34609
1629	41142	34580
1630	41166	34553
1631	41188	34525
1632	41211	34498
1633	41236	34473
1634	41261	34447
1635	41285	34421
1636	41310	34395
1637	41331	34367
1638	41354	34339
1639	41376	34312
1640	41399	34284
1641	41419	34255
1642	41441	34227
1643	41462	34199
1644	41484	34170
1645	41507	34144
1646	41531	34117
1647	41554	34090
1648	41577	34063
1649	41598	34035
1650	41619	34006
1651	41640	33977
1652	41658	33946
1653	41681	33919
1654	41705	33893
1655	41731	33868
1656	41751	33839
1657	41774	33813
1658	41794	33783
1659	41816	33755
1660	41837	33726
1661	41862	33701
1662	41886	33675
1663	41914	33652
1664	41939	33627
1665	41962	33600
1666	41982	33570
