contractSymbol,lastTradeDate,strike,lastPrice,volume,underlyingPriceAtTrade,volatilityIndex,bid_ask_spread,optionType
AMZN260225P00182500,2026-02-25 14:52:25+00:00,182.5,0.01,1.0,210.39,35.32,0.01,p
AMZN260225P00185000,2026-02-25 14:30:09+00:00,185.0,0.01,1.0,211.12,35.51,0.01,p
AMZN260225P00187500,2026-02-25 15:27:02+00:00,187.5,0.01,29.0,210.51,35.07,0.01,p
AMZN260225P00190000,2026-02-25 15:35:58+00:00,190.0,0.01,618.0,210.23,35.24,0.01,p
AMZN260225P00192500,2026-02-25 16:16:26+00:00,192.5,0.01,318.0,209.87,35.29,0.01,p
AMZN260225P00195000,2026-02-25 16:49:22+00:00,195.0,0.01,762.0,209.81,35.03,0.01,p
AMZN260225P00197500,2026-02-25 16:37:47+00:00,197.5,0.02,505.0,209.815,35.1,0.01,p
AMZN260225P00200000,2026-02-25 16:45:29+00:00,200.0,0.01,949.0,209.9,35.03,0.01,p
AMZN260225P00202500,2026-02-25 16:48:18+00:00,202.5,0.02,2341.0,209.74,35.03,0.01,p
AMZN260225P00205000,2026-02-25 16:51:06+00:00,205.0,0.04,3601.0,209.905,35.01,0.01,p
AMZN260225P00207500,2026-02-25 16:50:52+00:00,207.5,0.12,11413.0,209.905,35.01,0.01,p
AMZN260225P00210000,2026-02-25 16:50:42+00:00,210.0,0.79,11888.0,209.905,35.01,0.04,p
AMZN260225P00212500,2026-02-25 16:50:59+00:00,212.5,2.78,2085.0,209.905,35.01,0.13,p
AMZN260225P00215000,2026-02-25 16:30:45+00:00,215.0,5.08,1961.0,210.12,35.09,0.75,p
AMZN260225P00217500,2026-02-25 16:30:45+00:00,217.5,7.51,14.0,210.12,35.09,0.85,p
AMZN260225P00220000,2026-02-25 16:15:51+00:00,220.0,10.12,79.0,209.87,35.29,1.1,p
AMZN260225P00222500,2026-02-25 14:30:34+00:00,222.5,11.44,1.0,210.94,35.51,1.95,p
AMZN260225P00225000,2026-02-20 16:06:48+00:00,225.0,14.65,9.0,209.95,34.72,1.85,p
AMZN260225P00227500,2026-02-23 14:56:13+00:00,227.5,21.55,1.0,205.935,37.51,1.6,p
AMZN260225P00232500,2026-02-12 16:12:36+00:00,232.5,34.35,,204.663,36.66,1.7,p
AMZN260225P00250000,2026-02-24 20:41:26+00:00,250.0,41.71,100.0,208.29,36.66,2.2,p
AMZN260225P00270000,2026-02-17 20:29:23+00:00,270.0,69.34,,204.663,36.66,1.85,p
AMZN260227C00125000,2026-02-25 15:38:05+00:00,125.0,85.22,9.0,210.15,35.27,2.4,c
AMZN260227C00135000,2026-02-24 19:49:25+00:00,135.0,73.68,2.0,208.846,36.52,3.8,c
AMZN260227C00140000,2026-02-24 20:43:19+00:00,140.0,68.5,86.0,208.36,36.6,3.85,c
AMZN260227C00145000,2026-02-25 16:48:13+00:00,145.0,64.93,11.0,209.74,35.03,2.95,c
AMZN260227C00150000,2026-02-25 14:59:00+00:00,150.0,60.72,1.0,210.833,35.13,3.65,c
AMZN260227C00155000,2026-02-25 16:40:23+00:00,155.0,54.98,46.0,209.85,35.03,3.05,c
AMZN260227C00160000,2026-02-25 16:32:33+00:00,160.0,50.25,29.0,210.07,35.03,2.75,c
AMZN260227C00165000,2026-02-25 14:30:01+00:00,165.0,45.49,2.0,211.12,35.51,1.1,c
AMZN260227C00170000,2026-02-24 17:18:11+00:00,170.0,38.94,12.0,209.53,35.66,2.8,c
AMZN260227C00175000,2026-02-24 14:40:00+00:00,175.0,30.02,1.0,205.45,37.57,2.7,c
AMZN260227C00177500,2026-02-24 16:03:01+00:00,177.5,30.82,4.0,208.22,35.96,2.75,c
AMZN260227C00180000,2026-02-25 14:30:41+00:00,180.0,31.0,3.0,210.94,35.51,2.7,c
AMZN260227C00182500,2026-02-24 16:55:29+00:00,182.5,26.33,34.0,209.035,35.96,2.75,c
AMZN260227C00185000,2026-02-24 20:01:48+00:00,185.0,24.4,24.0,209.46,36.44,1.65,c
AMZN260227C00187500,2026-02-24 18:38:27+00:00,187.5,22.6,4.0,209.91,36.03,1.9,c
AMZN260227C00190000,2026-02-25 15:10:24+00:00,190.0,20.81,7.0,210.63,35.17,1.3,c
AMZN260227C00192500,2026-02-25 14:35:37+00:00,192.5,17.91,1.0,209.86,35.68,1.9,c
AMZN260227C00195000,2026-02-25 16:51:09+00:00,195.0,15.06,869.0,209.905,35.01,0.4,c
AMZN260227C00197500,2026-02-25 16:18:28+00:00,197.5,12.6,16.0,209.79,35.24,0.8,c
AMZN260227C00200000,2026-02-25 16:26:28+00:00,200.0,10.45,136.0,210.175,35.1,0.35,c
AMZN260227C00202500,2026-02-25 16:50:05+00:00,202.5,7.78,225.0,209.79,35.03,0.2,c
AMZN260227C00205000,2026-02-25 16:43:26+00:00,205.0,5.7,1020.0,209.94,35.03,0.1,c
AMZN260227C00207500,2026-02-25 16:50:12+00:00,207.5,3.69,1542.0,209.79,35.03,0.05,c
AMZN260227C00210000,2026-02-25 16:50:13+00:00,210.0,2.2,8277.0,209.79,35.03,0.03,c
AMZN260227C00212500,2026-02-25 16:50:27+00:00,212.5,1.14,15893.0,209.79,35.03,0.01,c
AMZN260227C00215000,2026-02-25 16:50:19+00:00,215.0,0.51,19782.0,209.79,35.03,0.01,c
AMZN260227C00217500,2026-02-25 16:48:05+00:00,217.5,0.23,3024.0,209.74,35.03,0.02,c
AMZN260227C00220000,2026-02-25 16:49:18+00:00,220.0,0.1,3079.0,209.81,35.03,0.01,c
AMZN260227C00222500,2026-02-25 16:45:35+00:00,222.5,0.06,885.0,209.81,35.01,0.01,c
AMZN260227C00225000,2026-02-25 16:42:54+00:00,225.0,0.02,311.0,209.94,35.03,0.01,c
AMZN260227C00227500,2026-02-25 16:30:52+00:00,227.5,0.01,76.0,210.12,35.09,0.01,c
AMZN260227C00230000,2026-02-25 16:27:51+00:00,230.0,0.01,320.0,209.785,35.16,0.01,c
AMZN260227C00232500,2026-02-25 14:55:25+00:00,232.5,0.01,216.0,210.65,35.17,0.01,c
AMZN260227C00235000,2026-02-24 20:32:41+00:00,235.0,0.01,280.0,208.42,36.61,0.01,c
AMZN260227C00240000,2026-02-25 16:51:19+00:00,240.0,0.01,54.0,209.905,35.01,0.01,c
AMZN260227C00245000,2026-02-25 16:32:58+00:00,245.0,0.01,20.0,210.07,35.03,0.01,c
AMZN260227C00250000,2026-02-25 16:37:09+00:00,250.0,0.01,53.0,209.83,35.14,0.01,c
AMZN260227C00255000,2026-02-25 16:09:26+00:00,255.0,0.01,5.0,210.12,35.31,0.04,c
AMZN260227C00260000,2026-02-25 14:41:58+00:00,260.0,0.01,1.0,209.965,35.51,0.01,c
AMZN260227C00265000,2026-02-25 16:12:33+00:00,265.0,0.01,3.0,209.9,35.29,0.01,c
AMZN260227C00270000,2026-02-25 15:43:57+00:00,270.0,0.01,1.0,210.497,35.31,0.01,c
AMZN260227C00275000,2026-02-24 20:43:19+00:00,275.0,0.01,20.0,208.36,36.6,0.01,c
AMZN260227C00280000,2026-02-25 15:16:22+00:00,280.0,0.01,398.0,210.34,35.16,0.01,c
AMZN260227C00285000,2026-02-23 18:20:38+00:00,285.0,0.01,1.0,204.46,37.19,0.01,c
AMZN260227C00290000,2026-02-23 18:20:54+00:00,290.0,0.01,104.0,204.46,37.19,0.03,c
AMZN260227C00295000,2026-02-23 14:57:24+00:00,295.0,0.01,3.0,205.845,37.45,0.04,c
AMZN260227C00300000,2026-02-23 15:00:14+00:00,300.0,0.01,1.0,205.705,37.59,0.01,c
AMZN260227C00305000,2026-02-11 14:49:46+00:00,305.0,0.01,1.0,204.663,36.66,0.19,c
AMZN260227C00310000,2026-02-23 14:36:51+00:00,310.0,0.01,3.0,206.6,37.13,0.19,c
AMZN260227C00315000,2026-02-23 14:36:00+00:00,315.0,0.01,31.0,206.81,37.05,0.19,c
AMZN260227C00320000,2026-02-23 14:34:45+00:00,320.0,0.01,20.0,207.08,36.94,0.19,c
AMZN260227C00325000,2026-02-23 14:36:43+00:00,325.0,0.01,43.0,206.6,37.13,0.02,c
AMZN260227C00330000,2026-02-05 16:49:48+00:00,330.0,0.04,2.0,204.663,36.66,0.19,c
AMZN260227C00335000,2026-02-24 14:30:00+00:00,335.0,0.13,1.0,204.762,37.46,0.1,c
AMZN260227C00340000,2026-01-29 16:55:42+00:00,340.0,0.04,,204.663,36.66,0.19,c
AMZN260227C00345000,2026-02-23 20:18:49+00:00,345.0,0.01,6.0,204.67,38.15,0.01,c
AMZN260227P00125000,2026-02-23 20:49:16+00:00,125.0,0.01,1935.0,205.03,37.69,0.01,p
AMZN260227P00130000,2026-02-23 20:49:42+00:00,130.0,0.01,400.0,205.02,37.68,0.01,p
AMZN260227P00135000,2026-02-24 16:03:47+00:00,135.0,0.01,36.0,208.43,35.91,0.01,p
AMZN260227P00140000,2026-02-24 17:08:42+00:00,140.0,0.01,2.0,209.46,35.78,0.01,p
AMZN260227P00145000,2026-02-25 16:12:11+00:00,145.0,0.01,1.0,209.97,35.29,0.01,p
AMZN260227P00150000,2026-02-24 17:25:10+00:00,150.0,0.01,518.0,209.62,35.57,0.01,p
AMZN260227P00155000,2026-02-25 14:39:26+00:00,155.0,0.01,128.0,209.89,35.68,0.01,p
AMZN260227P00160000,2026-02-25 16:21:08+00:00,160.0,0.01,23.0,209.88,35.22,0.01,p
AMZN260227P00165000,2026-02-25 16:14:37+00:00,165.0,0.01,117.0,209.818,35.32,0.01,p
AMZN260227P00170000,2026-02-25 16:03:39+00:00,170.0,0.02,46.0,210.245,35.31,0.01,p
AMZN260227P00172500,2026-02-25 15:24:04+00:00,172.5,0.02,16.0,210.175,35.18,0.01,p
AMZN260227P00175000,2026-02-25 16:06:48+00:00,175.0,0.01,89.0,210.4,35.25,0.01,p
AMZN260227P00177500,2026-02-25 16:33:34+00:00,177.5,0.02,31.0,209.85,35.04,0.02,p
AMZN260227P00180000,2026-02-25 15:51:58+00:00,180.0,0.03,242.0,210.65,35.34,0.01,p
AMZN260227P00182500,2026-02-25 16:03:39+00:00,182.5,0.03,4.0,210.245,35.31,0.01,p
AMZN260227P00185000,2026-02-25 16:50:22+00:00,185.0,0.03,1240.0,209.79,35.03,0.01,p
AMZN260227P00187500,2026-02-25 16:33:34+00:00,187.5,0.05,45.0,209.85,35.04,0.01,p
AMZN260227P00190000,2026-02-25 16:47:54+00:00,190.0,0.06,441.0,209.74,35.03,0.01,p
AMZN260227P00192500,2026-02-25 16:34:25+00:00,192.5,0.07,180.0,209.85,35.04,0.01,p
AMZN260227P00195000,2026-02-25 16:47:02+00:00,195.0,0.1,1307.0,209.775,35.0,0.01,p
AMZN260227P00197500,2026-02-25 16:41:01+00:00,197.5,0.15,473.0,209.87,35.03,0.01,p
AMZN260227P00200000,2026-02-25 16:50:13+00:00,200.0,0.22,1782.0,209.79,35.03,0.01,p
AMZN260227P00202500,2026-02-25 16:49:31+00:00,202.5,0.39,988.0,209.79,35.03,0.01,p
AMZN260227P00205000,2026-02-25 16:50:07+00:00,205.0,0.72,2586.0,209.79,35.03,0.01,p
AMZN260227P00207500,2026-02-25 16:50:28+00:00,207.5,1.33,2313.0,209.79,35.03,0.02,p
AMZN260227P00210000,2026-02-25 16:50:40+00:00,210.0,2.3,4825.0,209.905,35.01,0.03,p
AMZN260227P00212500,2026-02-25 16:39:45+00:00,212.5,3.75,504.0,209.85,35.03,0.05,p
AMZN260227P00215000,2026-02-25 16:43:12+00:00,215.0,5.57,292.0,209.94,35.03,0.15,p
AMZN260227P00217500,2026-02-25 15:08:14+00:00,217.5,7.2,6.0,210.67,35.19,0.75,p
AMZN260227P00220000,2026-02-25 16:50:01+00:00,220.0,10.3,186.0,209.79,35.03,0.7,p
AMZN260227P00222500,2026-02-25 16:50:01+00:00,222.5,12.79,136.0,209.79,35.03,0.7,p
AMZN260227P00225000,2026-02-25 16:45:26+00:00,225.0,15.11,16.0,209.9,35.03,0.95,p
AMZN260227P00227500,2026-02-24 19:53:35+00:00,227.5,18.31,15.0,209.101,36.44,1.95,p
AMZN260227P00230000,2026-02-23 15:48:45+00:00,230.0,25.4,4.0,204.98,37.57,2.3,p
AMZN260227P00235000,2026-02-25 16:24:59+00:00,235.0,24.94,1.0,210.05,35.13,2.35,p
AMZN260227P00240000,2026-02-24 15:38:50+00:00,240.0,32.35,3.0,207.55,35.79,2.3,p
AMZN260227P00245000,2026-02-24 20:48:58+00:00,245.0,36.5,1.0,208.44,36.48,2.4,p
AMZN260227P00250000,2026-02-24 20:33:44+00:00,250.0,41.53,6.0,208.425,36.63,2.35,p
AMZN260227P00255000,2026-02-24 20:48:58+00:00,255.0,46.5,1.0,208.44,36.48,2.4,p
AMZN260227P00260000,2026-02-19 20:17:17+00:00,260.0,57.05,260.0,204.01,36.26,2.35,p
AMZN260227P00265000,2026-02-24 20:34:16+00:00,265.0,56.56,1.0,208.425,36.63,2.4,p
AMZN260227P00270000,2026-02-18 20:23:54+00:00,270.0,64.9,115.0,204.663,36.66,2.35,p
AMZN260227P00275000,2026-02-05 17:25:33+00:00,275.0,51.03,1.0,204.663,36.66,2.35,p
AMZN260227P00280000,2026-02-03 18:13:52+00:00,280.0,44.15,1.0,204.663,36.66,2.35,p
AMZN260227P00290000,2026-02-03 14:55:07+00:00,290.0,48.0,1.0,204.663,36.66,2.35,p
AMZN260227P00310000,2026-01-22 15:53:07+00:00,310.0,76.09,,204.663,36.66,2.35,p
AMZN260227P00315000,2026-01-22 15:53:07+00:00,315.0,80.99,,204.663,36.66,2.35,p
AMZN260302C00160000,2026-02-20 18:24:05+00:00,160.0,48.9,2.0,209.22,36.21,0.65,c
AMZN260302C00170000,2026-02-23 14:35:00+00:00,170.0,37.55,4.0,207.08,36.94,0.6,c
AMZN260302C00175000,2026-02-17 15:27:59+00:00,175.0,24.28,,204.663,36.66,0.65,c
AMZN260302C00177500,2026-02-24 16:43:32+00:00,177.5,31.4,2.0,208.68,36.22,0.65,c
AMZN260302C00180000,2026-02-25 14:37:18+00:00,180.0,30.8,5.0,209.94,35.55,0.6,c
AMZN260302C00185000,2026-02-24 18:49:30+00:00,185.0,25.11,3.0,210.105,36.02,0.6,c
AMZN260302C00190000,2026-02-24 20:11:28+00:00,190.0,19.3,24.0,208.87,36.51,0.55,c
AMZN260302C00192500,2026-02-25 16:05:33+00:00,192.5,18.05,1400.0,210.38,35.27,0.5,c
AMZN260302C00195000,2026-02-25 14:39:25+00:00,195.0,15.0,1.0,209.89,35.68,0.5,c
AMZN260302C00197500,2026-02-24 19:52:35+00:00,197.5,13.6,2.0,209.235,36.42,0.2,c
AMZN260302C00200000,2026-02-25 16:42:07+00:00,200.0,10.42,30.0,209.92,35.02,0.15,c
AMZN260302C00202500,2026-02-25 15:55:01+00:00,202.5,8.6,24.0,210.171,35.41,0.1,c
AMZN260302C00205000,2026-02-25 16:35:48+00:00,205.0,6.08,144.0,209.83,35.1,0.15,c
AMZN260302C00207500,2026-02-25 16:22:57+00:00,207.5,4.45,257.0,210.055,35.13,0.1,c
AMZN260302C00210000,2026-02-25 16:48:05+00:00,210.0,2.75,1182.0,209.74,35.03,0.05,c
AMZN260302C00212500,2026-02-25 16:46:09+00:00,212.5,1.69,1870.0,209.81,35.01,0.02,c
AMZN260302C00215000,2026-02-25 16:50:12+00:00,215.0,0.9,2848.0,209.79,35.03,0.02,c
AMZN260302C00217500,2026-02-25 16:47:37+00:00,217.5,0.46,618.0,209.74,35.03,0.03,c
AMZN260302C00220000,2026-02-25 16:38:32+00:00,220.0,0.23,828.0,209.82,35.05,0.01,c
AMZN260302C00222500,2026-02-25 16:29:21+00:00,222.5,0.13,160.0,209.94,35.12,0.01,c
AMZN260302C00225000,2026-02-25 16:30:22+00:00,225.0,0.07,94.0,209.99,35.07,0.03,c
AMZN260302C00230000,2026-02-25 16:33:31+00:00,230.0,0.04,111.0,209.85,35.04,0.01,c
AMZN260302C00235000,2026-02-24 19:18:57+00:00,235.0,0.02,22.0,208.87,36.57,0.03,c
AMZN260302C00240000,2026-02-23 19:34:02+00:00,240.0,0.01,16.0,204.81,37.69,0.01,c
AMZN260302C00245000,2026-02-23 15:09:55+00:00,245.0,0.02,1.0,204.75,37.75,0.04,c
AMZN260302C00250000,2026-02-25 16:31:43+00:00,250.0,0.01,1.0,210.06,35.03,0.02,c
AMZN260302C00255000,2026-02-23 14:36:23+00:00,255.0,0.01,11.0,206.81,37.05,0.08,c
AMZN260302C00275000,2026-02-18 15:14:20+00:00,275.0,0.01,,204.663,36.66,0.11,c
AMZN260302P00130000,2026-02-20 18:09:07+00:00,130.0,0.03,128.0,209.65,35.46,0.12,p
AMZN260302P00155000,2026-02-17 14:30:10+00:00,155.0,0.12,,204.663,36.66,0.11,p
AMZN260302P00160000,2026-02-18 18:16:30+00:00,160.0,0.07,,204.663,36.66,0.11,p
AMZN260302P00165000,2026-02-19 19:25:47+00:00,165.0,0.06,,204.66,35.7,0.03,p
AMZN260302P00170000,2026-02-24 20:47:54+00:00,170.0,0.01,1.0,208.5,36.51,0.04,p
AMZN260302P00175000,2026-02-25 14:48:36+00:00,175.0,0.02,17.0,210.5,35.49,0.03,p
AMZN260302P00177500,2026-02-25 15:11:33+00:00,177.5,0.03,1.0,210.795,35.15,0.03,p
AMZN260302P00180000,2026-02-25 15:51:59+00:00,180.0,0.04,11.0,210.65,35.34,0.02,p
AMZN260302P00185000,2026-02-24 20:33:12+00:00,185.0,0.11,13.0,208.42,36.61,0.02,p
AMZN260302P00187500,2026-02-24 20:53:42+00:00,187.5,0.07,1.0,208.68,36.34,0.02,p
AMZN260302P00190000,2026-02-25 16:36:06+00:00,190.0,0.1,70.0,209.83,35.1,0.02,p
AMZN260302P00192500,2026-02-25 15:40:17+00:00,192.5,0.13,118.0,210.288,35.24,0.01,p
AMZN260302P00195000,2026-02-25 16:32:10+00:00,195.0,0.2,52.0,210.06,35.03,0.01,p
AMZN260302P00197500,2026-02-25 16:31:03+00:00,197.5,0.3,50.0,210.12,35.09,0.01,p
AMZN260302P00200000,2026-02-25 16:32:08+00:00,200.0,0.44,518.0,210.06,35.03,0.01,p
AMZN260302P00202500,2026-02-25 16:36:06+00:00,202.5,0.75,1469.0,209.83,35.1,0.01,p
AMZN260302P00205000,2026-02-25 16:48:34+00:00,205.0,1.18,239.0,209.81,35.03,0.02,p
AMZN260302P00207500,2026-02-25 16:42:26+00:00,207.5,1.84,253.0,209.92,35.02,0.05,p
AMZN260302P00210000,2026-02-25 16:43:31+00:00,210.0,2.82,1950.0,209.835,35.04,0.05,p
AMZN260302P00212500,2026-02-25 16:46:39+00:00,212.5,4.23,208.0,209.775,35.0,0.15,p
AMZN260302P00215000,2026-02-25 16:43:12+00:00,215.0,5.9,70.0,209.94,35.03,0.15,p
AMZN260302P00217500,2026-02-25 16:12:15+00:00,217.5,7.95,2.0,209.97,35.29,0.2,p
AMZN260302P00220000,2026-02-25 16:22:36+00:00,220.0,10.1,7.0,210.055,35.13,0.2,p
AMZN260302P00222500,2026-02-24 19:07:18+00:00,222.5,12.5,15.0,209.865,36.14,0.35,p
AMZN260302P00225000,2026-02-25 14:48:36+00:00,225.0,14.58,15.0,210.5,35.49,0.35,p
AMZN260302P00230000,2026-02-25 14:35:21+00:00,230.0,19.77,1.0,210.15,35.55,0.3,p
AMZN260302P00235000,2026-02-20 14:42:18+00:00,235.0,28.46,1.0,206.72,35.28,0.3,p
AMZN260302P00250000,2026-02-19 14:30:15+00:00,250.0,45.95,,204.663,36.66,0.35,p
AMZN260302P00260000,2026-02-19 14:30:18+00:00,260.0,56.0,,204.663,36.66,0.35,p
AMZN260304C00140000,2026-02-17 14:50:05+00:00,140.0,57.51,,204.663,36.66,0.6,c
AMZN260304C00145000,2026-02-17 14:50:05+00:00,145.0,52.53,,204.663,36.66,0.65,c
AMZN260304C00160000,2026-02-20 18:34:49+00:00,160.0,49.9,5.0,209.409,36.04,0.6,c
AMZN260304C00165000,2026-02-23 14:35:00+00:00,165.0,42.6,7.0,207.08,36.94,0.65,c
AMZN260304C00177500,2026-02-20 15:01:10+00:00,177.5,29.75,1.0,207.6,35.1,0.6,c
AMZN260304C00180000,2026-02-20 17:14:47+00:00,180.0,28.46,5.0,207.385,35.79,0.65,c
AMZN260304C00182500,2026-02-23 20:40:53+00:00,182.5,23.01,6.0,204.92,37.75,0.6,c
AMZN260304C00185000,2026-02-24 14:48:02+00:00,185.0,22.1,1.0,206.525,36.61,0.6,c
AMZN260304C00187500,2026-02-24 15:54:08+00:00,187.5,20.35,18.0,207.49,35.75,0.5,c
AMZN260304C00190000,2026-02-24 20:25:28+00:00,190.0,19.15,7.0,208.55,36.6,0.5,c
AMZN260304C00192500,2026-02-25 14:31:15+00:00,192.5,18.9,5.0,210.94,35.51,0.35,c
AMZN260304C00195000,2026-02-25 15:55:01+00:00,195.0,15.85,6.0,210.171,35.41,0.2,c
AMZN260304C00197500,2026-02-25 15:54:48+00:00,197.5,13.7,7.0,210.171,35.41,0.2,c
AMZN260304C00200000,2026-02-25 15:52:40+00:00,200.0,11.65,32.0,210.57,35.33,0.1,c
AMZN260304C00202500,2026-02-25 14:57:40+00:00,202.5,9.5,3.0,210.89,35.11,0.15,c
AMZN260304C00205000,2026-02-25 16:39:04+00:00,205.0,6.74,67.0,209.82,35.05,0.15,c
AMZN260304C00207500,2026-02-25 16:34:15+00:00,207.5,5.2,93.0,209.85,35.04,0.15,c
AMZN260304C00210000,2026-02-25 16:47:47+00:00,210.0,3.54,353.0,209.74,35.03,0.05,c
AMZN260304C00212500,2026-02-25 16:48:58+00:00,212.5,2.33,509.0,209.81,35.03,0.04,c
AMZN260304C00215000,2026-02-25 16:48:04+00:00,215.0,1.49,913.0,209.74,35.03,0.04,c
AMZN260304C00217500,2026-02-25 16:43:56+00:00,217.5,0.94,304.0,209.835,35.04,0.03,c
AMZN260304C00220000,2026-02-25 16:40:19+00:00,220.0,0.54,276.0,209.85,35.03,0.03,c
AMZN260304C00222500,2026-02-25 16:49:39+00:00,222.5,0.31,88.0,209.79,35.03,0.02,c
AMZN260304C00225000,2026-02-25 16:44:29+00:00,225.0,0.2,79.0,209.835,35.04,0.02,c
AMZN260304C00227500,2026-02-25 16:44:45+00:00,227.5,0.12,14.0,209.9,35.03,0.02,c
AMZN260304C00230000,2026-02-25 16:36:19+00:00,230.0,0.09,51.0,209.83,35.1,0.03,c
AMZN260304C00235000,2026-02-25 15:35:43+00:00,235.0,0.06,8.0,210.23,35.24,0.03,c
AMZN260304C00240000,2026-02-24 19:16:47+00:00,240.0,0.05,11.0,209.01,36.55,0.04,c
AMZN260304C00245000,2026-02-24 15:44:21+00:00,245.0,0.02,1.0,207.855,35.68,0.04,c
AMZN260304C00250000,2026-02-25 14:42:23+00:00,250.0,0.02,2.0,209.965,35.51,0.03,c
AMZN260304C00260000,2026-02-18 19:46:06+00:00,260.0,0.02,,204.663,36.66,0.11,c
AMZN260304P00130000,2026-02-23 14:45:06+00:00,130.0,0.03,1.0,205.675,37.48,0.11,p
AMZN260304P00160000,2026-02-20 16:04:59+00:00,160.0,0.05,20.0,210.14,34.74,0.04,p
